job_title,company_name,location,duration,job_type,job_status,level,years_of_experience,skills_required
Senior Operation Control Specialist,Amreyah Cement,"Bourj Alarab, Alexandria, Egypt",2 months ago,Full Time,On-site,Experienced, 3 - 5 ,Experienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Analyst/Research · Analysis · Data Analysis · Management · MS Office · SQL · Operations · Communication
OFSAA Consultant,AppsTec,"Cairo, Egypt",7 hours ago,Full Time,Remote,Experienced, 8 - 13 ,Experienced · 8 - 13 Yrs of Exp · Banking · IT/Software Development · Engineering - Telecom/Technology · OFSAA · PLSQL · TSQL · Banking · Power BI
Inventory Analysis,Ghataty,"6th of October, Giza, Egypt",5 days ago,Full Time,On-site,Experienced, 3 - 7 ,Experienced · 3 - 7 Yrs of Exp · Logistics/Supply Chain · Analyst/Research · Financial Analysis · Finance · Communication skills · inventory · Management · Stock Control · Financial Management
Cost Accountant,International Food & Consumable Goods Egypt S.A.E,"6th of October, Giza, Egypt",8 hours ago,Full Time,On-site,Experienced, 4 - 6 ,Experienced · 4 - 6 Yrs of Exp · males_only · Accounting/Finance · Analyst/Research · FMCG · Cost Accounting · Finance · ERP · Cost Control · Cost · Project Cost Control · Cost Management
Cost Accountant,Grand Plast,"Cairo, Egypt",3 days ago,Full Time,On-site,Experienced, 3 - 5 ,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Finance · Accounting · Cost · Cost Accountant · Cost Accounting · Accounting Software · accountant · analytical · excel
Cost Accountant Section Head,Holw El Sham,"6th of October, Giza, Egypt",3 days ago,Full Time,On-site,Experienced, 5 - 7 ,Experienced · 5 - 7 Yrs of Exp · males_preferred · Accounting/Finance · Accounting · Cost Accountant · Financial Analysis · Financial Management
Cost Accountant,Cegy plastics,"10th of Ramadan City, Cairo, Egypt",6 days ago,Full Time,On-site,Experienced, 3 - 5 ,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · accountant · Accounting · Accounting Software · analytical · Cost · Cost Accountant · Cost Accounting · excel · Finance
R&T Chemist,Eagle Chemicals,"6th of October, Giza, Egypt",4 days ago,Full Time,On-site,Entry Level, 2 - 3 ,Entry Level · 2 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Analyst/Research · Chemistry · Development · research and development · Research · Science · quality · Analysis
Cost Accountant,Macro Group,"Sheraton, Cairo, Egypt",7 days ago,Full Time,On-site,Experienced, 2 - 4 ,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance · Cost Accountant · Cost Accounting · Cost · Finance · Accounting · accountant · Accounting Software · Oracle · oracel fusion
Tax Accountant,El Banna Group Company,"10th of Ramadan City, Sharqia, Egypt",8 days ago,Full Time,On-site,Experienced, 1 - 3 ,Experienced · 1 - 3 Yrs of Exp · males_only · Accounting/Finance · Banking · accountant · Accounting · Accounting Software · Finance · Financial Analysis · Tax · tax accountant · Software
Cost Accountant associate,Smart sevices,"Maadi, Cairo, Egypt",18 days ago,Full Time,On-site,Experienced, 3 - 7 ,Experienced · 3 - 7 Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · Analyst/Research · Accounting · Auditing · Budgeting · Cost Accounting · Cost Analysis · Finance · Financial Analysis
Budgeting & Reporting Section Head,NILEWOOD,"Agouza, Giza, Egypt",10 days ago,Full Time,On-site,Experienced, 8 - 12 ,Experienced · 8 - 12 Yrs of Exp · males_only · Accounting/Finance · Analyst/Research · Accounting · Budgeting · CMA · ERP · Finance · Financial Management · Manufacturing · Oracle
Tax Accountant,Memaar Alashraaf,"New Cairo, Cairo, Egypt",13 days ago,Full Time,On-site,Experienced, 1 - 5 ,Experienced · 1 - 5 Yrs of Exp · Accounting/Finance · Banking · accountant · Accounting · Accounting Software · Finance · Financial Analysis · tax accountant · Tax · CMA
Cost Control & Planning Engineer,Ayoun Masr Co For Tourism Development,"New Cairo, Cairo, Egypt",21 days ago,Full Time,On-site,Experienced, 3 - 5 ,Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil Engineering · Civil · Primavera · Planning · Site · Cost Control · Contractor · Planning Engineering · Cost
Cost control Manager,Etoile,"Shubra, Cairo, Egypt",2 days ago,Full Time,On-site,Manager, 7 - 10 ,Manager · 7 - 10 Yrs of Exp · males_only · Accounting/Finance · Manufacturing/Production · Analyst/Research · Accounting · Analysis · ERP · Finance · Financial Analysis · Cost Analysis · Cost Management
Planning Specialist,Royal Cement,"Sheraton, Cairo, Egypt",3 days ago,Full Time,On-site,Experienced, 2 - 5 ,Experienced · 2 - 5 Yrs of Exp · Logistics/Supply Chain · Analyst/Research · Strategy/Consulting · Planning · Supply Chain · Operations Management · SAP · Power BI · Microsoft Office 365 · Microsoft Excel
Assets Management Specialist,Egypt Teda,"Ataqah, Suez, Egypt",13 days ago,Full Time,On-site,Experienced, 1 - 5 ,Experienced · 1 - 5 Yrs of Exp · Business Development · Operations/Management · Analyst/Research · Communication · analytical · Customer Care · Customer Service · Management · Marketing · Operations
Research Manager,Evalueserve,"Maadi, Cairo, Egypt",1 month ago,Full Time,Hybrid,Manager, 6 - 10 ,Manager · 6 - 10 Yrs of Exp · Analyst/Research · Secondary Research · Desk Research · Project Management · Management
MERN Stack Developer,Rehabitaire,"Maadi, Cairo, Egypt",12 days ago,Full Time,On-site,Experienced, 5+ ,Experienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Engineering · HTML5 · Information Technology (IT) · JavaScript · MongoDB · React
Senior Investment & Portfolio Management,Roya Developments,"Sheraton, Cairo, Egypt",13 days ago,Full Time,On-site,Experienced, 4 - 9 ,Experienced · 4 - 9 Yrs of Exp · Accounting/Finance · Business Development · Analyst/Research · Analysis · Financial Analysis · Finance · Investment · Portfolio Management · Economics
Business Intelligence Specialist,Biddex,"Cairo, Egypt",26 days ago,Full Time,On-site,Experienced, 1 - 5 ,Experienced · 1 - 5 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Business Administration · Management · Sales · BI
Full Stack Developer,Cherwell Associates,"Zamalek, Cairo, Egypt",16 days ago,Full Time,On-site,Experienced, 4 - 7 ,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · JavaScript · HTML · React · Software Development · MySQL · Angular · Computer Science
Senior ERP Developer,Milkys The Milkman,"Sheikh Zayed, Giza, Egypt",3 days ago,Full Time,On-site,Experienced, 4 - 6 ,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Software Development · Programming · ERP-NEXT · Python · R · Front-End Development · Web Development · Agile · APIs
